NAME,DP03_0061PE,DP03_0061PM,DP03_0062E,DP03_0062M,state_fips,county_fips,county_subdivision_fips,municipality_base,county,municipality_type,municipality,pct_200k_plus,pct_200k_plus_moe,median_income,median_income_moe,median_income_low,median_income_high,state_rank
"Wolf township, Lycoming County, Pennsylvania",1.4,2.1,71492.0,12722.0,42,081,85984,Wolf,Lycoming County,Township,Wolf,1.4,2.1,71492.0,12722.0,58770.0,84214.0,2238
"Sharon city, Mercer County, Pennsylvania",1.4,1.1,45670.0,5603.0,42,085,69720,Sharon,Mercer County,City,Sharon,1.4,1.1,45670.0,5603.0,40067.0,51273.0,2238
"West Easton borough, Northampton County, Pennsylvania",1.4,2.0,81250.0,21535.0,42,095,82832,West Easton,Northampton County,Borough,West Easton,1.4,2.0,81250.0,21535.0,59715.0,102785.0,2238
"Elk township, Warren County, Pennsylvania",1.4,1.8,106429.0,18811.0,42,123,23064,Elk,Warren County,Township,Elk,1.4,1.8,106429.0,18811.0,87618.0,125240.0,2238
"McCalmont township, Jefferson County, Pennsylvania",1.4,1.9,67375.0,11149.0,42,065,45888,McCalmont,Jefferson County,Township,McCalmont,1.4,1.9,67375.0,11149.0,56226.0,78524.0,2238
"Eastvale borough, Beaver County, Pennsylvania",1.4,4.7,44167.0,11446.0,42,007,21968,Eastvale,Beaver County,Borough,Eastvale,1.4,4.7,44167.0,11446.0,32721.0,55613.0,2238
"Ambridge borough, Beaver County, Pennsylvania",1.4,1.7,51537.0,3947.0,42,007,02288,Ambridge,Beaver County,Borough,Ambridge,1.4,1.7,51537.0,3947.0,47590.0,55484.0,2238
"Rockhill borough, Huntingdon County, Pennsylvania",1.4,1.9,74107.0,19389.0,42,061,65496,Rockhill,Huntingdon County,Borough,Rockhill,1.4,1.9,74107.0,19389.0,54718.0,93496.0,2238
"Highland township, Elk County, Pennsylvania",1.4,2.4,65188.0,7453.0,42,047,34464,Highland,Elk County,Township,Highland,1.4,2.4,65188.0,7453.0,57735.0,72641.0,2238
"Utica borough, Venango County, Pennsylvania",1.4,2.4,48929.0,7041.0,42,121,79472,Utica,Venango County,Borough,Utica,1.4,2.4,48929.0,7041.0,41888.0,55970.0,2238
"Southwest township, Warren County, Pennsylvania",1.4,3.1,56250.0,15554.0,42,123,72600,Southwest,Warren County,Township,Southwest,1.4,3.1,56250.0,15554.0,40696.0,71804.0,2238
"Summerhill borough, Cambria County, Pennsylvania",1.4,1.9,72903.0,5288.0,42,021,75136,Summerhill,Cambria County,Borough,Summerhill Borough,1.4,1.9,72903.0,5288.0,67615.0,78191.0,2238
"Williamstown borough, Dauphin County, Pennsylvania",1.4,1.4,61757.0,3461.0,42,043,85320,Williamstown,Dauphin County,Borough,Williamstown,1.4,1.4,61757.0,3461.0,58296.0,65218.0,2238
"Frackville borough, Schuylkill County, Pennsylvania",1.4,2.0,56866.0,5740.0,42,107,27232,Frackville,Schuylkill County,Borough,Frackville,1.4,2.0,56866.0,5740.0,51126.0,62606.0,2238
"Madison borough, Westmoreland County, Pennsylvania",1.4,2.1,93929.0,54633.0,42,129,46488,Madison,Westmoreland County,Borough,Madison,1.4,2.1,93929.0,54633.0,39296.0,148562.0,2238
"Reilly township, Schuylkill County, Pennsylvania",1.4,1.6,41667.0,22105.0,42,107,64088,Reilly,Schuylkill County,Township,Reilly,1.4,1.6,41667.0,22105.0,19562.0,63772.0,2238
"Hastings borough, Cambria County, Pennsylvania",1.4,1.5,70625.0,12514.0,42,021,33080,Hastings,Cambria County,Borough,Hastings,1.4,1.5,70625.0,12514.0,58111.0,83139.0,2238
"West Taylor township, Cambria County, Pennsylvania",1.3,1.7,63828.0,5019.0,42,021,84080,West Taylor,Cambria County,Township,West Taylor,1.3,1.7,63828.0,5019.0,58809.0,68847.0,2260
"Millersburg borough, Dauphin County, Pennsylvania",1.3,1.4,54421.0,6267.0,42,043,49680,Millersburg,Dauphin County,Borough,Millersburg,1.3,1.4,54421.0,6267.0,48154.0,60688.0,2260
"Jenner township, Somerset County, Pennsylvania",1.3,1.2,58605.0,7531.0,42,111,38032,Jenner,Somerset County,Township,Jenner,1.3,1.2,58605.0,7531.0,51074.0,66136.0,2260
"Royalton borough, Dauphin County, Pennsylvania",1.3,1.7,67500.0,11614.0,42,043,66560,Royalton,Dauphin County,Borough,Royalton,1.3,1.7,67500.0,11614.0,55886.0,79114.0,2260
"Big Run borough, Jefferson County, Pennsylvania",1.3,1.7,60625.0,21606.0,42,065,06344,Big Run,Jefferson County,Borough,Big Run,1.3,1.7,60625.0,21606.0,39019.0,82231.0,2260
"West Salem township, Mercer County, Pennsylvania",1.3,2.0,54688.0,9849.0,42,085,83976,West Salem,Mercer County,Township,West Salem,1.3,2.0,54688.0,9849.0,44839.0,64537.0,2260
"Washington township, Fayette County, Pennsylvania",1.3,2.1,39744.0,15232.0,42,051,81232,Washington,Fayette County,Township,Washington,1.3,2.1,39744.0,15232.0,24512.0,54976.0,2260
"Warsaw township, Jefferson County, Pennsylvania",1.3,1.3,61176.0,7341.0,42,065,81120,Warsaw,Jefferson County,Township,Warsaw,1.3,1.3,61176.0,7341.0,53835.0,68517.0,2260
"Sandy Lake borough, Mercer County, Pennsylvania",1.3,1.6,83875.0,21803.0,42,085,67848,Sandy Lake,Mercer County,Borough,Sandy Lake Borough,1.3,1.6,83875.0,21803.0,62072.0,105678.0,2260
"Franklin township, Snyder County, Pennsylvania",1.3,1.4,51167.0,9550.0,42,109,27440,Franklin,Snyder County,Township,Franklin,1.3,1.4,51167.0,9550.0,41617.0,60717.0,2260
"Burnside borough, Clearfield County, Pennsylvania",1.3,3.8,41875.0,16724.0,42,033,10280,Burnside,Clearfield County,Borough,Burnside Borough,1.3,3.8,41875.0,16724.0,25151.0,58599.0,2260
"Darby borough, Delaware County, Pennsylvania",1.3,1.6,39863.0,9978.0,42,045,18152,Darby,Delaware County,Borough,Darby Borough,1.3,1.6,39863.0,9978.0,29885.0,49841.0,2260
"West Newton borough, Westmoreland County, Pennsylvania",1.3,2.1,52961.0,13632.0,42,129,83680,West Newton,Westmoreland County,Borough,West Newton,1.3,2.1,52961.0,13632.0,39329.0,66593.0,2260
"Burnside township, Clearfield County, Pennsylvania",1.3,1.1,70417.0,13540.0,42,033,10288,Burnside,Clearfield County,Township,Burnside Township,1.3,1.1,70417.0,13540.0,56877.0,83957.0,2260
"Penbrook borough, Dauphin County, Pennsylvania",1.3,2.6,62312.0,21946.0,42,043,58712,Penbrook,Dauphin County,Borough,Penbrook,1.3,2.6,62312.0,21946.0,40366.0,84258.0,2260
"Tunnelhill borough, Cambria County, Pennsylvania",1.3,2.5,77500.0,20614.0,42,021,77808,Tunnelhill,Cambria County,Borough,Tunnelhill,1.3,2.5,77500.0,20614.0,56886.0,98114.0,2260
"Zerbe township, Northumberland County, Pennsylvania",1.3,1.2,58287.0,7637.0,42,097,87280,Zerbe,Northumberland County,Township,Zerbe,1.3,1.2,58287.0,7637.0,50650.0,65924.0,2260
"New Paris borough, Bedford County, Pennsylvania",1.3,2.7,62813.0,19230.0,42,009,53928,New Paris,Bedford County,Borough,New Paris,1.3,2.7,62813.0,19230.0,43583.0,82043.0,2260
"Lewistown borough, Mifflin County, Pennsylvania",1.3,0.9,40236.0,3841.0,42,087,43000,Lewistown,Mifflin County,Borough,Lewistown,1.3,0.9,40236.0,3841.0,36395.0,44077.0,2260
"New Brighton borough, Beaver County, Pennsylvania",1.3,1.6,52939.0,5191.0,42,007,53288,New Brighton,Beaver County,Borough,New Brighton,1.3,1.6,52939.0,5191.0,47748.0,58130.0,2260
"Boggs township, Clearfield County, Pennsylvania",1.3,1.3,61354.0,12340.0,42,033,07432,Boggs,Clearfield County,Township,Boggs,1.3,1.3,61354.0,12340.0,49014.0,73694.0,2260
"Dallastown borough, York County, Pennsylvania",1.2,1.5,63517.0,3395.0,42,133,18072,Dallastown,York County,Borough,Dallastown,1.2,1.5,63517.0,3395.0,60122.0,66912.0,2281
"McAdoo borough, Schuylkill County, Pennsylvania",1.2,1.5,45753.0,2813.0,42,107,45824,McAdoo,Schuylkill County,Borough,McAdoo,1.2,1.5,45753.0,2813.0,42940.0,48566.0,2281
"Mahanoy City borough, Schuylkill County, Pennsylvania",1.2,1.8,37727.0,18351.0,42,107,46592,Mahanoy,Schuylkill County,Borough,Mahanoy Borough,1.2,1.8,37727.0,18351.0,19376.0,56078.0,2281
"Crawford township, Clinton County, Pennsylvania",1.2,1.2,65179.0,7452.0,42,035,16976,Crawford,Clinton County,Township,Crawford,1.2,1.2,65179.0,7452.0,57727.0,72631.0,2281
"Venango borough, Crawford County, Pennsylvania",1.2,3.4,73095.0,8525.0,42,039,79912,Venango,Crawford County,Borough,Venango Borough,1.2,3.4,73095.0,8525.0,64570.0,81620.0,2281
"North Shenango township, Crawford County, Pennsylvania",1.2,1.4,51563.0,9585.0,42,039,55408,North Shenango,Crawford County,Township,North Shenango,1.2,1.4,51563.0,9585.0,41978.0,61148.0,2281
"Carbondale city, Lackawanna County, Pennsylvania",1.2,1.1,47716.0,12897.0,42,069,11232,Carbondale,Lackawanna County,City,Carbondale City,1.2,1.1,47716.0,12897.0,34819.0,60613.0,2281
"McVeytown borough, Mifflin County, Pennsylvania",1.2,1.9,69205.0,17408.0,42,087,46400,McVeytown,Mifflin County,Borough,McVeytown,1.2,1.9,69205.0,17408.0,51797.0,86613.0,2281
"Hyndman borough, Bedford County, Pennsylvania",1.2,1.6,56429.0,18175.0,42,009,36640,Hyndman,Bedford County,Borough,Hyndman,1.2,1.6,56429.0,18175.0,38254.0,74604.0,2281
"Rockland township, Venango County, Pennsylvania",1.2,1.1,53125.0,9922.0,42,121,65560,Rockland,Venango County,Township,Rockland,1.2,1.1,53125.0,9922.0,43203.0,63047.0,2281
"Lebanon township, Wayne County, Pennsylvania",1.2,1.3,50114.0,12877.0,42,127,42176,Lebanon,Wayne County,Township,Lebanon,1.2,1.3,50114.0,12877.0,37237.0,62991.0,2281
"Wilkes-Barre township, Luzerne County, Pennsylvania",1.2,1.3,67656.0,19195.0,42,079,85160,Wilkes-Barre,Luzerne County,Township,Wilkes-Barre Township,1.2,1.3,67656.0,19195.0,48461.0,86851.0,2281
"Pine township, Lycoming County, Pennsylvania",1.2,2.6,96500.0,81396.0,42,081,60328,Pine,Lycoming County,Township,Pine,1.2,2.6,96500.0,81396.0,15104.0,177896.0,2281
"Connellsville township, Fayette County, Pennsylvania",1.2,1.3,55395.0,13159.0,42,051,15784,Connellsville,Fayette County,Township,Connellsville Township,1.2,1.3,55395.0,13159.0,42236.0,68554.0,2281
"Schuylkill township, Schuylkill County, Pennsylvania",1.2,1.3,71500.0,13333.0,42,107,68304,Schuylkill,Schuylkill County,Township,Schuylkill,1.2,1.3,71500.0,13333.0,58167.0,84833.0,2281
"Schuylkill Haven borough, Schuylkill County, Pennsylvania",1.2,1.4,54167.0,7717.0,42,107,68312,Schuylkill Haven,Schuylkill County,Borough,Schuylkill Haven,1.2,1.4,54167.0,7717.0,46450.0,61884.0,2281
"Susquehanna Depot borough, Susquehanna County, Pennsylvania",1.2,1.1,54500.0,8815.0,42,115,75568,Susquehanna Depot,Susquehanna County,Borough,Susquehanna Depot,1.2,1.1,54500.0,8815.0,45685.0,63315.0,2281
"Logan township, Huntingdon County, Pennsylvania",1.2,1.7,71719.0,17312.0,42,061,44344,Logan,Huntingdon County,Township,Logan,1.2,1.7,71719.0,17312.0,54407.0,89031.0,2281
"Middleburg borough, Snyder County, Pennsylvania",1.1,1.4,58523.0,11619.0,42,109,48960,Middleburg,Snyder County,Borough,Middleburg,1.1,1.4,58523.0,11619.0,46904.0,70142.0,2299
"Deerfield township, Warren County, Pennsylvania",1.1,2.4,51250.0,20024.0,42,123,18560,Deerfield,Warren County,Township,Deerfield,1.1,2.4,51250.0,20024.0,31226.0,71274.0,2299
"Jersey Shore borough, Lycoming County, Pennsylvania",1.1,1.7,72361.0,14521.0,42,081,38128,Jersey Shore,Lycoming County,Borough,Jersey Shore,1.1,1.7,72361.0,14521.0,57840.0,86882.0,2299
"Berlin borough, Somerset County, Pennsylvania",1.1,1.5,56574.0,5191.0,42,111,05776,Berlin,Somerset County,Borough,Berlin,1.1,1.5,56574.0,5191.0,51383.0,61765.0,2299
"Patton borough, Cambria County, Pennsylvania",1.1,1.3,47875.0,9782.0,42,021,58432,Patton,Cambria County,Borough,Patton,1.1,1.3,47875.0,9782.0,38093.0,57657.0,2299
"South New Castle borough, Lawrence County, Pennsylvania",1.1,1.6,69375.0,17922.0,42,073,72376,South New Castle,Lawrence County,Borough,South New Castle,1.1,1.6,69375.0,17922.0,51453.0,87297.0,2299
"Marcus Hook borough, Delaware County, Pennsylvania",1.1,1.6,53157.0,10315.0,42,045,47344,Marcus Hook,Delaware County,Borough,Marcus Hook,1.1,1.6,53157.0,10315.0,42842.0,63472.0,2299
"Leechburg borough, Armstrong County, Pennsylvania",1.1,1.7,48207.0,8070.0,42,005,42280,Leechburg,Armstrong County,Borough,Leechburg,1.1,1.7,48207.0,8070.0,40137.0,56277.0,2299
"Greenwood township, Crawford County, Pennsylvania",1.1,1.2,76071.0,7201.0,42,039,31400,Greenwood,Crawford County,Township,Greenwood,1.1,1.2,76071.0,7201.0,68870.0,83272.0,2299
"Clearfield borough, Clearfield County, Pennsylvania",1.1,0.9,54646.0,3668.0,42,033,14064,Clearfield,Clearfield County,Borough,Clearfield,1.1,0.9,54646.0,3668.0,50978.0,58314.0,2299
"South Mahoning township, Indiana County, Pennsylvania",1.1,1.2,61786.0,10820.0,42,063,72304,South Mahoning,Indiana County,Township,South Mahoning,1.1,1.2,61786.0,10820.0,50966.0,72606.0,2299
"South Bethlehem borough, Armstrong County, Pennsylvania",1.1,1.7,44250.0,13536.0,42,005,71976,South Bethlehem,Armstrong County,Borough,South Bethlehem,1.1,1.7,44250.0,13536.0,30714.0,57786.0,2299
"Wesleyville borough, Erie County, Pennsylvania",1.1,2.0,48952.0,10240.0,42,049,82344,Wesleyville,Erie County,Borough,Wesleyville,1.1,2.0,48952.0,10240.0,38712.0,59192.0,2299
"Norwich township, McKean County, Pennsylvania",1.1,2.4,56250.0,48575.0,42,083,55632,Norwich,McKean County,Township,Norwich,1.1,2.4,56250.0,48575.0,7675.0,104825.0,2299
"Sylvania borough, Bradford County, Pennsylvania",1.1,3.7,51875.0,30451.0,42,015,75944,Sylvania,Bradford County,Borough,Sylvania,1.1,3.7,51875.0,30451.0,21424.0,82326.0,2299
"Reynoldsville borough, Jefferson County, Pennsylvania",1.1,1.2,52917.0,10572.0,42,065,64376,Reynoldsville,Jefferson County,Borough,Reynoldsville,1.1,1.2,52917.0,10572.0,42345.0,63489.0,2299
"McConnellsburg borough, Fulton County, Pennsylvania",1.1,1.1,36875.0,6341.0,42,057,46000,McConnellsburg,Fulton County,Borough,McConnellsburg,1.1,1.1,36875.0,6341.0,30534.0,43216.0,2299
"Warrior Run borough, Luzerne County, Pennsylvania",1.1,1.7,47500.0,26160.0,42,079,81080,Warrior Run,Luzerne County,Borough,Warrior Run,1.1,1.7,47500.0,26160.0,21340.0,73660.0,2299
"Waymart borough, Wayne County, Pennsylvania",1.1,1.4,51544.0,10926.0,42,127,81712,Waymart,Wayne County,Borough,Waymart,1.1,1.4,51544.0,10926.0,40618.0,62470.0,2299
"Dupont borough, Luzerne County, Pennsylvania",1.1,1.5,86500.0,14403.0,42,079,20424,Dupont,Luzerne County,Borough,Dupont,1.1,1.5,86500.0,14403.0,72097.0,100903.0,2299
"Coal township, Northumberland County, Pennsylvania",1.1,0.9,51010.0,2494.0,42,097,14536,Coal,Northumberland County,Township,Coal,1.1,0.9,51010.0,2494.0,48516.0,53504.0,2299
"Freedom borough, Beaver County, Pennsylvania",1.0,1.0,74327.0,17570.0,42,007,27712,Freedom,Beaver County,Borough,Freedom,1.0,1.0,74327.0,17570.0,56757.0,91897.0,2320
"Chest township, Clearfield County, Pennsylvania",1.0,1.6,44896.0,17879.0,42,033,13200,Chest,Clearfield County,Township,Chest,1.0,1.6,44896.0,17879.0,27017.0,62775.0,2320
"Penn borough, Westmoreland County, Pennsylvania",1.0,1.9,74706.0,3194.0,42,129,58872,Penn,Westmoreland County,Borough,Penn Borough,1.0,1.9,74706.0,3194.0,71512.0,77900.0,2320
"Auburn borough, Schuylkill County, Pennsylvania",1.0,2.6,71458.0,16193.0,42,107,03488,Auburn,Schuylkill County,Borough,Auburn,1.0,2.6,71458.0,16193.0,55265.0,87651.0,2320
"Beaver Falls city, Beaver County, Pennsylvania",1.0,1.1,49924.0,9395.0,42,007,04792,Beaver Falls,Beaver County,City,Beaver Falls,1.0,1.1,49924.0,9395.0,40529.0,59319.0,2320
"St. Clair borough, Schuylkill County, Pennsylvania",1.0,1.8,64304.0,6511.0,42,107,67224,St. Clair,Schuylkill County,Borough,St. Clair,1.0,1.8,64304.0,6511.0,57793.0,70815.0,2320
"Minersville borough, Schuylkill County, Pennsylvania",1.0,1.8,53416.0,8017.0,42,107,50088,Minersville,Schuylkill County,Borough,Minersville,1.0,1.8,53416.0,8017.0,45399.0,61433.0,2320
"Palo Alto borough, Schuylkill County, Pennsylvania",1.0,1.2,61667.0,9018.0,42,107,57752,Palo Alto,Schuylkill County,Borough,Palo Alto,1.0,1.2,61667.0,9018.0,52649.0,70685.0,2320
"Upper Tyrone township, Fayette County, Pennsylvania",1.0,1.0,67875.0,13414.0,42,051,79344,Upper Tyrone,Fayette County,Township,Upper Tyrone,1.0,1.0,67875.0,13414.0,54461.0,81289.0,2320
"Brownsville borough, Fayette County, Pennsylvania",1.0,1.5,31810.0,7804.0,42,051,09432,Brownsville,Fayette County,Borough,Brownsville Borough,1.0,1.5,31810.0,7804.0,24006.0,39614.0,2320
"Turtle Creek borough, Allegheny County, Pennsylvania",1.0,1.6,45997.0,9871.0,42,003,77912,Turtle Creek,Allegheny County,Borough,Turtle Creek,1.0,1.6,45997.0,9871.0,36126.0,55868.0,2320
"Rochester borough, Beaver County, Pennsylvania",1.0,1.2,43080.0,7686.0,42,007,65392,Rochester,Beaver County,Borough,Rochester Borough,1.0,1.2,43080.0,7686.0,35394.0,50766.0,2320
"Cambridge Springs borough, Crawford County, Pennsylvania",1.0,1.1,54400.0,5562.0,42,039,10912,Cambridge Springs,Crawford County,Borough,Cambridge Springs,1.0,1.1,54400.0,5562.0,48838.0,59962.0,2320
"Plymouth borough, Luzerne County, Pennsylvania",1.0,1.1,39167.0,6906.0,42,079,61648,Plymouth,Luzerne County,Borough,Plymouth Borough,1.0,1.1,39167.0,6906.0,32261.0,46073.0,2320
"Mount Carmel borough, Northumberland County, Pennsylvania",1.0,1.2,53021.0,4317.0,42,097,51496,Mount Carmel,Northumberland County,Borough,Mount Carmel Borough,1.0,1.2,53021.0,4317.0,48704.0,57338.0,2320
"Brush Creek township, Fulton County, Pennsylvania",1.0,1.4,55208.0,12584.0,42,057,09568,Brush Creek,Fulton County,Township,Brush Creek,1.0,1.4,55208.0,12584.0,42624.0,67792.0,2320
"McKees Rocks borough, Allegheny County, Pennsylvania",1.0,1.3,41131.0,13480.0,42,003,46264,McKees Rocks,Allegheny County,Borough,McKees Rocks,1.0,1.3,41131.0,13480.0,27651.0,54611.0,2320
"East Butler borough, Butler County, Pennsylvania",0.9,1.2,61607.0,10630.0,42,019,20904,East Butler,Butler County,Borough,East Butler,0.9,1.2,61607.0,10630.0,50977.0,72237.0,2337
"Eau Claire borough, Butler County, Pennsylvania",0.9,3.4,61719.0,18970.0,42,019,22128,Eau Claire,Butler County,Borough,Eau Claire,0.9,3.4,61719.0,18970.0,42749.0,80689.0,2337
"Dunbar borough, Fayette County, Pennsylvania",0.9,1.2,57045.0,12870.0,42,051,20216,Dunbar,Fayette County,Borough,Dunbar Borough,0.9,1.2,57045.0,12870.0,44175.0,69915.0,2337
"Union township, Jefferson County, Pennsylvania",0.9,1.4,69444.0,9434.0,42,065,78336,Union,Jefferson County,Township,Union,0.9,1.4,69444.0,9434.0,60010.0,78878.0,2337
"Blakely borough, Lackawanna County, Pennsylvania",0.9,1.3,55855.0,5009.0,42,069,06928,Blakely,Lackawanna County,Borough,Blakely,0.9,1.3,55855.0,5009.0,50846.0,60864.0,2337
"York Springs borough, Adams County, Pennsylvania",0.9,1.2,92750.0,22583.0,42,001,87136,York Springs,Adams County,Borough,York Springs,0.9,1.2,92750.0,22583.0,70167.0,115333.0,2337
"Sparta township, Crawford County, Pennsylvania",0.9,0.9,57596.0,14917.0,42,039,72688,Sparta,Crawford County,Township,Sparta,0.9,0.9,57596.0,14917.0,42679.0,72513.0,2337
"Pillow borough, Dauphin County, Pennsylvania",0.9,2.1,73438.0,17435.0,42,043,60264,Pillow,Dauphin County,Borough,Pillow,0.9,2.1,73438.0,17435.0,56003.0,90873.0,2337
"Madison township, Armstrong County, Pennsylvania",0.9,0.9,54417.0,7604.0,42,005,46456,Madison,Armstrong County,Township,Madison,0.9,0.9,54417.0,7604.0,46813.0,62021.0,2337
"Johnstown city, Cambria County, Pennsylvania",0.9,0.5,37888.0,4923.0,42,021,38288,Johnstown,Cambria County,City,Johnstown,0.9,0.5,37888.0,4923.0,32965.0,42811.0,2337
"South Fork borough, Cambria County, Pennsylvania",0.9,1.4,46250.0,15135.0,42,021,72168,South Fork,Cambria County,Borough,South Fork,0.9,1.4,46250.0,15135.0,31115.0,61385.0,2337
"Clay township, Huntingdon County, Pennsylvania",0.9,1.6,60556.0,15693.0,42,061,13944,Clay,Huntingdon County,Township,Clay,0.9,1.6,60556.0,15693.0,44863.0,76249.0,2337
"Hanover township, Lehigh County, Pennsylvania",0.9,1.0,55652.0,12910.0,42,077,32400,Hanover,Lehigh County,Township,Hanover,0.9,1.0,55652.0,12910.0,42742.0,68562.0,2337
"Clifton Heights borough, Delaware County, Pennsylvania",0.9,1.2,70931.0,9908.0,42,045,14264,Clifton Heights,Delaware County,Borough,Clifton Heights,0.9,1.2,70931.0,9908.0,61023.0,80839.0,2337
"Scottdale borough, Westmoreland County, Pennsylvania",0.9,0.8,55423.0,9835.0,42,129,68432,Scottdale,Westmoreland County,Borough,Scottdale,0.9,0.8,55423.0,9835.0,45588.0,65258.0,2337
"Port Vue borough, Allegheny County, Pennsylvania",0.9,1.0,58194.0,14889.0,42,003,62320,Port Vue,Allegheny County,Borough,Port Vue,0.9,1.0,58194.0,14889.0,43305.0,73083.0,2337
"Tremont township, Schuylkill County, Pennsylvania",0.9,2.5,82750.0,10396.0,42,107,77400,Tremont,Schuylkill County,Township,Tremont Township,0.9,2.5,82750.0,10396.0,72354.0,93146.0,2337
"Milesburg borough, Centre County, Pennsylvania",0.9,1.2,61442.0,27450.0,42,027,49368,Milesburg,Centre County,Borough,Milesburg,0.9,1.2,61442.0,27450.0,33992.0,88892.0,2337
"Hyde Park borough, Westmoreland County, Pennsylvania",0.9,1.7,65536.0,17757.0,42,129,36592,Hyde Park,Westmoreland County,Borough,Hyde Park,0.9,1.7,65536.0,17757.0,47779.0,83293.0,2337
"Towanda borough, Bradford County, Pennsylvania",0.9,1.4,60888.0,9593.0,42,015,77168,Towanda,Bradford County,Borough,Towanda Borough,0.9,1.4,60888.0,9593.0,51295.0,70481.0,2337
"Duboistown borough, Lycoming County, Pennsylvania",0.9,0.9,81875.0,21992.0,42,081,20144,Duboistown,Lycoming County,Borough,Duboistown,0.9,0.9,81875.0,21992.0,59883.0,103867.0,2337
"Meyersdale borough, Somerset County, Pennsylvania",0.8,1.2,65772.0,7445.0,42,111,48912,Meyersdale,Somerset County,Borough,Meyersdale,0.8,1.2,65772.0,7445.0,58327.0,73217.0,2358
"Upland borough, Delaware County, Pennsylvania",0.8,1.4,61553.0,10536.0,42,045,78712,Upland,Delaware County,Borough,Upland,0.8,1.4,61553.0,10536.0,51017.0,72089.0,2358
