NAME,DP03_0061PE,DP03_0061PM,DP03_0062E,DP03_0062M,state_fips,county_fips,county_subdivision_fips,municipality_base,county,municipality_type,municipality,pct_200k_plus,pct_200k_plus_moe,median_income,median_income_moe,median_income_low,median_income_high,state_rank
"Briar Creek borough, Columbia County, Pennsylvania",2.1,2.6,42647.0,20916.0,42,037,08472,Briar Creek,Columbia County,Borough,Briar Creek Borough,2.1,2.6,42647.0,20916.0,21731.0,63563.0,2083
"Orbisonia borough, Huntingdon County, Pennsylvania",2.1,2.1,31667.0,8984.0,42,061,56928,Orbisonia,Huntingdon County,Borough,Orbisonia,2.1,2.1,31667.0,8984.0,22683.0,40651.0,2083
"Union township, Huntingdon County, Pennsylvania",2.1,2.0,56563.0,8590.0,42,061,78328,Union,Huntingdon County,Township,Union,2.1,2.0,56563.0,8590.0,47973.0,65153.0,2083
"Great Bend borough, Susquehanna County, Pennsylvania",2.0,1.7,46071.0,9433.0,42,115,30728,Great Bend,Susquehanna County,Borough,Great Bend Borough,2.0,1.7,46071.0,9433.0,36638.0,55504.0,2107
"Knox borough, Clarion County, Pennsylvania",2.0,1.8,69000.0,28072.0,42,031,40272,Knox,Clarion County,Borough,Knox Borough,2.0,1.8,69000.0,28072.0,40928.0,97072.0,2107
"Jessup borough, Lackawanna County, Pennsylvania",2.0,2.4,64844.0,20831.0,42,069,38160,Jessup,Lackawanna County,Borough,Jessup,2.0,2.4,64844.0,20831.0,44013.0,85675.0,2107
"Sugarcreek borough, Venango County, Pennsylvania",2.0,2.4,63987.0,11487.0,42,121,75000,Sugarcreek,Venango County,Borough,Sugarcreek,2.0,2.4,63987.0,11487.0,52500.0,75474.0,2107
"Abbott township, Potter County, Pennsylvania",2.0,2.5,58977.0,14322.0,42,105,00108,Abbott,Potter County,Township,Abbott,2.0,2.5,58977.0,14322.0,44655.0,73299.0,2107
"Weissport borough, Carbon County, Pennsylvania",2.0,3.2,66875.0,17378.0,42,025,82080,Weissport,Carbon County,Borough,Weissport,2.0,3.2,66875.0,17378.0,49497.0,84253.0,2107
"Chalfant borough, Allegheny County, Pennsylvania",2.0,2.5,59120.0,3921.0,42,003,12496,Chalfant,Allegheny County,Borough,Chalfant,2.0,2.5,59120.0,3921.0,55199.0,63041.0,2107
"Cooper township, Clearfield County, Pennsylvania",2.0,1.7,80900.0,13390.0,42,033,16040,Cooper,Clearfield County,Township,Cooper,2.0,1.7,80900.0,13390.0,67510.0,94290.0,2107
"Export borough, Westmoreland County, Pennsylvania",2.0,2.3,56316.0,10570.0,42,129,24432,Export,Westmoreland County,Borough,Export,2.0,2.3,56316.0,10570.0,45746.0,66886.0,2107
"Freeport township, Greene County, Pennsylvania",2.0,2.6,46250.0,25751.0,42,059,27800,Freeport,Greene County,Township,Freeport,2.0,2.6,46250.0,25751.0,20499.0,72001.0,2107
"Decatur township, Clearfield County, Pennsylvania",2.0,3.0,56394.0,20092.0,42,033,18456,Decatur,Clearfield County,Township,Decatur,2.0,3.0,56394.0,20092.0,36302.0,76486.0,2107
"Shrewsbury township, Lycoming County, Pennsylvania",2.0,3.1,70313.0,17546.0,42,081,70552,Shrewsbury,Lycoming County,Township,Shrewsbury,2.0,3.1,70313.0,17546.0,52767.0,87859.0,2107
"Beaver township, Snyder County, Pennsylvania",2.0,2.1,68672.0,16643.0,42,109,04736,Beaver,Snyder County,Township,Beaver,2.0,2.1,68672.0,16643.0,52029.0,85315.0,2107
"White Haven borough, Luzerne County, Pennsylvania",2.0,1.8,67656.0,13366.0,42,079,84552,White Haven,Luzerne County,Borough,White Haven,2.0,1.8,67656.0,13366.0,54290.0,81022.0,2107
"Redbank township, Clarion County, Pennsylvania",2.0,1.7,63571.0,7817.0,42,031,63728,Redbank,Clarion County,Township,Redbank,2.0,1.7,63571.0,7817.0,55754.0,71388.0,2107
"Lack township, Juniata County, Pennsylvania",2.0,1.7,55417.0,18374.0,42,067,40752,Lack,Juniata County,Township,Lack,2.0,1.7,55417.0,18374.0,37043.0,73791.0,2107
"Rockwood borough, Somerset County, Pennsylvania",2.0,1.6,52000.0,13074.0,42,111,65736,Rockwood,Somerset County,Borough,Rockwood,2.0,1.6,52000.0,13074.0,38926.0,65074.0,2107
"West township, Huntingdon County, Pennsylvania",2.0,1.9,79531.0,7897.0,42,061,82352,West,Huntingdon County,Township,West,2.0,1.9,79531.0,7897.0,71634.0,87428.0,2107
"Homestead borough, Allegheny County, Pennsylvania",2.0,2.4,39052.0,7332.0,42,003,35424,Homestead,Allegheny County,Borough,Homestead,2.0,2.4,39052.0,7332.0,31720.0,46384.0,2107
"Southampton township, Bedford County, Pennsylvania",2.0,1.9,56336.0,3571.0,42,009,71888,Southampton,Bedford County,Township,Southampton,2.0,1.9,56336.0,3571.0,52765.0,59907.0,2107
"Osceola township, Tioga County, Pennsylvania",2.0,1.5,58125.0,11068.0,42,117,57224,Osceola,Tioga County,Township,Osceola,2.0,1.5,58125.0,11068.0,47057.0,69193.0,2107
"Henderson township, Huntingdon County, Pennsylvania",2.0,2.3,54773.0,13999.0,42,061,33808,Henderson,Huntingdon County,Township,Henderson,2.0,2.3,54773.0,13999.0,40774.0,68772.0,2107
"Bridgeport borough, Montgomery County, Pennsylvania",2.0,2.7,82705.0,7822.0,42,091,08568,Bridgeport,Montgomery County,Borough,Bridgeport,2.0,2.7,82705.0,7822.0,74883.0,90527.0,2107
"Port Allegany borough, McKean County, Pennsylvania",2.0,1.7,65595.0,16792.0,42,083,62088,Port Allegany,McKean County,Borough,Port Allegany,2.0,1.7,65595.0,16792.0,48803.0,82387.0,2107
"Parks township, Armstrong County, Pennsylvania",2.0,1.8,66944.0,7247.0,42,005,58160,Parks,Armstrong County,Township,Parks,2.0,1.8,66944.0,7247.0,59697.0,74191.0,2107
"Galeton borough, Potter County, Pennsylvania",1.9,1.8,70298.0,10660.0,42,105,28280,Galeton,Potter County,Borough,Galeton,1.9,1.8,70298.0,10660.0,59638.0,80958.0,2132
"Richland township, Venango County, Pennsylvania",1.9,1.9,69821.0,16107.0,42,121,64568,Richland,Venango County,Township,Richland,1.9,1.9,69821.0,16107.0,53714.0,85928.0,2132
"West Chillisquaque township, Northumberland County, Pennsylvania",1.9,1.4,51304.0,4734.0,42,097,82712,West Chillisquaque,Northumberland County,Township,West Chillisquaque,1.9,1.4,51304.0,4734.0,46570.0,56038.0,2132
"Plumcreek township, Armstrong County, Pennsylvania",1.9,1.8,87606.0,20381.0,42,005,61576,Plumcreek,Armstrong County,Township,Plumcreek,1.9,1.8,87606.0,20381.0,67225.0,107987.0,2132
"Weatherly borough, Carbon County, Pennsylvania",1.9,1.4,52125.0,22531.0,42,025,81856,Weatherly,Carbon County,Borough,Weatherly,1.9,1.4,52125.0,22531.0,29594.0,74656.0,2132
"Buffalo township, Union County, Pennsylvania",1.9,3.4,66781.0,12970.0,42,119,10016,Buffalo,Union County,Township,Buffalo,1.9,3.4,66781.0,12970.0,53811.0,79751.0,2132
"Gregg township, Union County, Pennsylvania",1.9,2.4,80000.0,15016.0,42,119,31480,Gregg,Union County,Township,Gregg,1.9,2.4,80000.0,15016.0,64984.0,95016.0,2132
"Shamokin city, Northumberland County, Pennsylvania",1.9,1.6,39690.0,6017.0,42,097,69600,Shamokin,Northumberland County,City,Shamokin City,1.9,1.6,39690.0,6017.0,33673.0,45707.0,2132
"Hartleton borough, Union County, Pennsylvania",1.9,3.9,82875.0,13320.0,42,119,32936,Hartleton,Union County,Borough,Hartleton,1.9,3.9,82875.0,13320.0,69555.0,96195.0,2132
"Wharton township, Potter County, Pennsylvania",1.9,4.4,53750.0,17147.0,42,105,84360,Wharton,Potter County,Township,Wharton,1.9,4.4,53750.0,17147.0,36603.0,70897.0,2132
"Foster township, Schuylkill County, Pennsylvania",1.9,3.3,57500.0,11675.0,42,107,26944,Foster,Schuylkill County,Township,Foster,1.9,3.3,57500.0,11675.0,45825.0,69175.0,2132
"Triumph township, Warren County, Pennsylvania",1.9,2.5,52344.0,4314.0,42,123,77512,Triumph,Warren County,Township,Triumph,1.9,2.5,52344.0,4314.0,48030.0,56658.0,2132
"Stowe township, Allegheny County, Pennsylvania",1.9,1.4,52971.0,7290.0,42,003,74648,Stowe,Allegheny County,Township,Stowe,1.9,1.4,52971.0,7290.0,45681.0,60261.0,2132
"Armagh township, Mifflin County, Pennsylvania",1.9,2.1,74278.0,12576.0,42,087,03040,Armagh,Mifflin County,Township,Armagh,1.9,2.1,74278.0,12576.0,61702.0,86854.0,2132
"Mechanicsville borough, Schuylkill County, Pennsylvania",1.9,2.8,61250.0,10172.0,42,107,48448,Mechanicsville,Schuylkill County,Borough,Mechanicsville,1.9,2.8,61250.0,10172.0,51078.0,71422.0,2132
"Tamaqua borough, Schuylkill County, Pennsylvania",1.9,1.7,46176.0,10292.0,42,107,76032,Tamaqua,Schuylkill County,Borough,Tamaqua,1.9,1.7,46176.0,10292.0,35884.0,56468.0,2132
"Coal Center borough, Washington County, Pennsylvania",1.9,4.2,41250.0,6288.0,42,125,14568,Coal Center,Washington County,Borough,Coal Center,1.9,4.2,41250.0,6288.0,34962.0,47538.0,2132
"Clymer borough, Indiana County, Pennsylvania",1.9,1.4,44044.0,5526.0,42,063,14520,Clymer,Indiana County,Borough,Clymer,1.9,1.4,44044.0,5526.0,38518.0,49570.0,2132
"Pymatuning township, Mercer County, Pennsylvania",1.9,1.8,54574.0,8983.0,42,085,63008,Pymatuning,Mercer County,Township,Pymatuning,1.9,1.8,54574.0,8983.0,45591.0,63557.0,2132
"Parker city, Armstrong County, Pennsylvania",1.9,2.4,39583.0,12041.0,42,005,57976,Parker,Armstrong County,City,Parker,1.9,2.4,39583.0,12041.0,27542.0,51624.0,2132
"Cussewago township, Crawford County, Pennsylvania",1.9,1.8,75139.0,6037.0,42,039,17848,Cussewago,Crawford County,Township,Cussewago,1.9,1.8,75139.0,6037.0,69102.0,81176.0,2132
"Snow Shoe township, Centre County, Pennsylvania",1.9,1.2,66161.0,9758.0,42,027,71608,Snow Shoe,Centre County,Township,Snow Shoe Township,1.9,1.2,66161.0,9758.0,56403.0,75919.0,2132
"Lykens borough, Dauphin County, Pennsylvania",1.9,1.7,73318.0,16251.0,42,043,45592,Lykens,Dauphin County,Borough,Lykens Borough,1.9,1.7,73318.0,16251.0,57067.0,89569.0,2132
"Jefferson borough, Greene County, Pennsylvania",1.9,3.1,74450.0,17282.0,42,059,37880,Jefferson,Greene County,Borough,Jefferson Borough,1.9,3.1,74450.0,17282.0,57168.0,91732.0,2132
"Washington township, Armstrong County, Pennsylvania",1.9,1.5,52917.0,7293.0,42,005,81176,Washington,Armstrong County,Township,Washington,1.9,1.5,52917.0,7293.0,45624.0,60210.0,2132
"Hazleton city, Luzerne County, Pennsylvania",1.9,0.9,46177.0,7152.0,42,079,33408,Hazleton,Luzerne County,City,Hazleton,1.9,0.9,46177.0,7152.0,39025.0,53329.0,2132
"McSherrystown borough, Adams County, Pennsylvania",1.9,3.2,61159.0,20676.0,42,001,46376,McSherrystown,Adams County,Borough,McSherrystown,1.9,3.2,61159.0,20676.0,40483.0,81835.0,2132
"Fairfield borough, Adams County, Pennsylvania",1.9,2.6,55774.0,7816.0,42,001,24560,Fairfield,Adams County,Borough,Fairfield,1.9,2.6,55774.0,7816.0,47958.0,63590.0,2132
"Shippen township, Cameron County, Pennsylvania",1.8,1.8,62000.0,8439.0,42,023,70336,Shippen,Cameron County,Township,Shippen,1.8,1.8,62000.0,8439.0,53561.0,70439.0,2160
"Nanty-Glo borough, Cambria County, Pennsylvania",1.8,1.7,51604.0,10033.0,42,021,52616,Nanty-Glo,Cambria County,Borough,Nanty-Glo,1.8,1.7,51604.0,10033.0,41571.0,61637.0,2160
"Larimer township, Somerset County, Pennsylvania",1.8,1.8,47014.0,9196.0,42,111,41568,Larimer,Somerset County,Township,Larimer,1.8,1.8,47014.0,9196.0,37818.0,56210.0,2160
"Wayne township, Armstrong County, Pennsylvania",1.8,1.7,63603.0,2657.0,42,005,81720,Wayne,Armstrong County,Township,Wayne,1.8,1.7,63603.0,2657.0,60946.0,66260.0,2160
"Piney township, Clarion County, Pennsylvania",1.8,2.8,49375.0,15407.0,42,031,60648,Piney,Clarion County,Township,Piney,1.8,2.8,49375.0,15407.0,33968.0,64782.0,2160
"Gilberton borough, Schuylkill County, Pennsylvania",1.8,2.8,65060.0,18597.0,42,107,29088,Gilberton,Schuylkill County,Borough,Gilberton,1.8,2.8,65060.0,18597.0,46463.0,83657.0,2160
"Athens township, Crawford County, Pennsylvania",1.8,1.7,59531.0,12352.0,42,039,03408,Athens,Crawford County,Township,Athens,1.8,1.7,59531.0,12352.0,47179.0,71883.0,2160
"Lanesboro borough, Susquehanna County, Pennsylvania",1.8,2.4,35000.0,26023.0,42,115,41336,Lanesboro,Susquehanna County,Borough,Lanesboro,1.8,2.4,35000.0,26023.0,8977.0,61023.0,2160
"Conneaut Lake borough, Crawford County, Pennsylvania",1.8,2.1,37917.0,17694.0,42,039,15744,Conneaut Lake,Crawford County,Borough,Conneaut Lake,1.8,2.1,37917.0,17694.0,20223.0,55611.0,2160
"Collingdale borough, Delaware County, Pennsylvania",1.8,1.4,51886.0,8882.0,42,045,15232,Collingdale,Delaware County,Borough,Collingdale,1.8,1.4,51886.0,8882.0,43004.0,60768.0,2160
"Madison township, Clarion County, Pennsylvania",1.8,1.6,68409.0,5837.0,42,031,46464,Madison,Clarion County,Township,Madison,1.8,1.6,68409.0,5837.0,62572.0,74246.0,2160
"Burnham borough, Mifflin County, Pennsylvania",1.8,2.0,67656.0,16070.0,42,087,10256,Burnham,Mifflin County,Borough,Burnham,1.8,2.0,67656.0,16070.0,51586.0,83726.0,2160
"Freehold township, Warren County, Pennsylvania",1.8,1.8,57279.0,20232.0,42,123,27736,Freehold,Warren County,Township,Freehold,1.8,1.8,57279.0,20232.0,37047.0,77511.0,2160
"Woodbury borough, Bedford County, Pennsylvania",1.8,2.5,47708.0,10171.0,42,009,86128,Woodbury,Bedford County,Borough,Woodbury Borough,1.8,2.5,47708.0,10171.0,37537.0,57879.0,2160
"McKeesport city, Allegheny County, Pennsylvania",1.8,0.8,34219.0,7337.0,42,003,46256,McKeesport,Allegheny County,City,McKeesport,1.8,0.8,34219.0,7337.0,26882.0,41556.0,2160
"North Braddock borough, Allegheny County, Pennsylvania",1.8,1.6,34564.0,12549.0,42,003,54816,North Braddock,Allegheny County,Borough,North Braddock,1.8,1.6,34564.0,12549.0,22015.0,47113.0,2160
"Muncy Creek township, Lycoming County, Pennsylvania",1.8,1.9,75882.0,21244.0,42,081,52288,Muncy Creek,Lycoming County,Township,Muncy Creek,1.8,1.9,75882.0,21244.0,54638.0,97126.0,2160
"Greenwood township, Clearfield County, Pennsylvania",1.8,2.8,53036.0,10839.0,42,033,31376,Greenwood,Clearfield County,Township,Greenwood,1.8,2.8,53036.0,10839.0,42197.0,63875.0,2160
"Elkland township, Sullivan County, Pennsylvania",1.8,1.7,71875.0,9106.0,42,113,23144,Elkland,Sullivan County,Township,Elkland,1.8,1.7,71875.0,9106.0,62769.0,80981.0,2160
"Shamokin Dam borough, Snyder County, Pennsylvania",1.7,1.5,69063.0,13666.0,42,109,69616,Shamokin Dam,Snyder County,Borough,Shamokin Dam,1.7,1.5,69063.0,13666.0,55397.0,82729.0,2179
"Middletown borough, Dauphin County, Pennsylvania",1.7,1.0,55765.0,5373.0,42,043,49128,Middletown,Dauphin County,Borough,Middletown,1.7,1.0,55765.0,5373.0,50392.0,61138.0,2179
"Highspire borough, Dauphin County, Pennsylvania",1.7,2.0,52618.0,4060.0,42,043,34664,Highspire,Dauphin County,Borough,Highspire,1.7,2.0,52618.0,4060.0,48558.0,56678.0,2179
"Smithfield township, Huntingdon County, Pennsylvania",1.7,1.2,51447.0,7203.0,42,061,71328,Smithfield,Huntingdon County,Township,Smithfield,1.7,1.2,51447.0,7203.0,44244.0,58650.0,2179
"Mill Creek borough, Huntingdon County, Pennsylvania",1.7,2.7,48750.0,9146.0,42,061,49552,Mill Creek,Huntingdon County,Borough,Mill Creek,1.7,2.7,48750.0,9146.0,39604.0,57896.0,2179
"Pulaski township, Beaver County, Pennsylvania",1.7,1.6,55245.0,10096.0,42,007,62888,Pulaski,Beaver County,Township,Pulaski,1.7,1.6,55245.0,10096.0,45149.0,65341.0,2179
"New Columbus borough, Luzerne County, Pennsylvania",1.7,2.5,38403.0,10097.0,42,079,53448,New Columbus,Luzerne County,Borough,New Columbus,1.7,2.5,38403.0,10097.0,28306.0,48500.0,2179
"Liberty township, Bedford County, Pennsylvania",1.7,1.3,65234.0,9097.0,42,009,43072,Liberty,Bedford County,Township,Liberty,1.7,1.3,65234.0,9097.0,56137.0,74331.0,2179
"Salem township, Wayne County, Pennsylvania",1.7,1.5,61659.0,12481.0,42,127,67488,Salem,Wayne County,Township,Salem,1.7,1.5,61659.0,12481.0,49178.0,74140.0,2179
"Licking Creek township, Fulton County, Pennsylvania",1.7,1.5,78036.0,7342.0,42,057,43200,Licking Creek,Fulton County,Township,Licking Creek,1.7,1.5,78036.0,7342.0,70694.0,85378.0,2179
"Venango township, Erie County, Pennsylvania",1.7,1.5,80500.0,13981.0,42,049,79928,Venango,Erie County,Township,Venango,1.7,1.5,80500.0,13981.0,66519.0,94481.0,2179
"Dayton borough, Armstrong County, Pennsylvania",1.7,3.4,58448.0,6314.0,42,005,18400,Dayton,Armstrong County,Borough,Dayton,1.7,3.4,58448.0,6314.0,52134.0,64762.0,2179
"Tionesta borough, Forest County, Pennsylvania",1.7,1.9,54531.0,15846.0,42,053,76848,Tionesta,Forest County,Borough,Tionesta Borough,1.7,1.9,54531.0,15846.0,38685.0,70377.0,2179
"Sharpsville borough, Mercer County, Pennsylvania",1.7,1.5,51439.0,5545.0,42,085,69800,Sharpsville,Mercer County,Borough,Sharpsville,1.7,1.5,51439.0,5545.0,45894.0,56984.0,2179
"Mill Hall borough, Clinton County, Pennsylvania",1.7,1.6,54333.0,6693.0,42,035,49760,Mill Hall,Clinton County,Borough,Mill Hall,1.7,1.6,54333.0,6693.0,47640.0,61026.0,2179
"Parryville borough, Carbon County, Pennsylvania",1.7,2.7,62250.0,19064.0,42,025,58304,Parryville,Carbon County,Borough,Parryville,1.7,2.7,62250.0,19064.0,43186.0,81314.0,2179
"Mifflintown borough, Juniata County, Pennsylvania",1.7,2.6,51750.0,4777.0,42,067,49304,Mifflintown,Juniata County,Borough,Mifflintown,1.7,2.6,51750.0,4777.0,46973.0,56527.0,2179
"German township, Fayette County, Pennsylvania",1.7,1.6,61834.0,12659.0,42,051,28856,German,Fayette County,Township,German,1.7,1.6,61834.0,12659.0,49175.0,74493.0,2179
"Hamilton township, McKean County, Pennsylvania",1.7,2.5,46250.0,14079.0,42,083,32168,Hamilton,McKean County,Township,Hamilton,1.7,2.5,46250.0,14079.0,32171.0,60329.0,2179
"Everson borough, Fayette County, Pennsylvania",1.7,1.7,46875.0,15604.0,42,051,24336,Everson,Fayette County,Borough,Everson,1.7,1.7,46875.0,15604.0,31271.0,62479.0,2179
"Donora borough, Washington County, Pennsylvania",1.7,1.5,39544.0,10896.0,42,125,19536,Donora,Washington County,Borough,Donora,1.7,1.5,39544.0,10896.0,28648.0,50440.0,2179
"Hawley borough, Wayne County, Pennsylvania",1.7,2.0,48160.0,9224.0,42,127,33200,Hawley,Wayne County,Borough,Hawley,1.7,2.0,48160.0,9224.0,38936.0,57384.0,2179
"New Eagle borough, Washington County, Pennsylvania",1.7,1.3,51716.0,6440.0,42,125,53496,New Eagle,Washington County,Borough,New Eagle,1.7,1.3,51716.0,6440.0,45276.0,58156.0,2179
"Portland borough, Northampton County, Pennsylvania",1.7,2.2,52679.0,16765.0,42,095,62264,Portland,Northampton County,Borough,Portland,1.7,2.2,52679.0,16765.0,35914.0,69444.0,2179
"Folcroft borough, Delaware County, Pennsylvania",1.6,1.4,61306.0,5839.0,42,045,26408,Folcroft,Delaware County,Borough,Folcroft,1.6,1.4,61306.0,5839.0,55467.0,67145.0,2203
"Wattsburg borough, Erie County, Pennsylvania",1.6,2.6,53516.0,8816.0,42,049,81648,Wattsburg,Erie County,Borough,Wattsburg,1.6,2.6,53516.0,8816.0,44700.0,62332.0,2203
"Carmichaels borough, Greene County, Pennsylvania",1.6,2.7,58393.0,10172.0,42,059,11328,Carmichaels,Greene County,Borough,Carmichaels,1.6,2.7,58393.0,10172.0,48221.0,68565.0,2203
"Union City borough, Erie County, Pennsylvania",1.6,2.2,44004.0,7481.0,42,049,78448,Union,Erie County,Borough,Union Borough,1.6,2.2,44004.0,7481.0,36523.0,51485.0,2203
"Elgin borough, Erie County, Pennsylvania",1.6,3.5,61518.0,7294.0,42,049,22960,Elgin,Erie County,Borough,Elgin,1.6,3.5,61518.0,7294.0,54224.0,68812.0,2203
"Millcreek township, Clarion County, Pennsylvania",1.6,2.5,45469.0,12367.0,42,031,49536,Millcreek,Clarion County,Township,Millcreek,1.6,2.5,45469.0,12367.0,33102.0,57836.0,2203
"Duncannon borough, Perry County, Pennsylvania",1.6,1.4,51103.0,6159.0,42,099,20240,Duncannon,Perry County,Borough,Duncannon,1.6,1.4,51103.0,6159.0,44944.0,57262.0,2203
"Girard township, Clearfield County, Pennsylvania",1.6,1.6,58889.0,13183.0,42,033,29224,Girard,Clearfield County,Township,Girard,1.6,1.6,58889.0,13183.0,45706.0,72072.0,2203
"Benson borough, Somerset County, Pennsylvania",1.6,4.1,68250.0,33107.0,42,111,05648,Benson,Somerset County,Borough,Benson,1.6,4.1,68250.0,33107.0,35143.0,101357.0,2203
"Jenks township, Forest County, Pennsylvania",1.6,1.4,51865.0,3566.0,42,053,38016,Jenks,Forest County,Township,Jenks,1.6,1.4,51865.0,3566.0,48299.0,55431.0,2203
"Lafayette township, McKean County, Pennsylvania",1.6,1.7,66700.0,10445.0,42,083,40808,Lafayette,McKean County,Township,Lafayette,1.6,1.7,66700.0,10445.0,56255.0,77145.0,2203
"North Towanda township, Bradford County, Pennsylvania",1.6,1.3,28906.0,9905.0,42,015,55448,North Towanda,Bradford County,Township,North Towanda,1.6,1.3,28906.0,9905.0,19001.0,38811.0,2203
"Sugar Grove township, Warren County, Pennsylvania",1.6,1.5,67031.0,11388.0,42,123,75032,Sugar Grove,Warren County,Township,Sugar Grove Township,1.6,1.5,67031.0,11388.0,55643.0,78419.0,2203
"Duquesne city, Allegheny County, Pennsylvania",1.6,1.8,44180.0,5758.0,42,003,20432,Duquesne,Allegheny County,City,Duquesne,1.6,1.8,44180.0,5758.0,38422.0,49938.0,2203
"Windber borough, Somerset County, Pennsylvania",1.6,1.8,52438.0,11561.0,42,111,85632,Windber,Somerset County,Borough,Windber,1.6,1.8,52438.0,11561.0,40877.0,63999.0,2203
"Ridgway borough, Elk County, Pennsylvania",1.5,1.4,52863.0,5784.0,42,047,64784,Ridgway,Elk County,Borough,Ridgway Borough,1.5,1.4,52863.0,5784.0,47079.0,58647.0,2218
"Hopewell borough, Bedford County, Pennsylvania",1.5,5.3,51250.0,47340.0,42,009,35648,Hopewell,Bedford County,Borough,Hopewell Borough,1.5,5.3,51250.0,47340.0,3910.0,98590.0,2218
"Monroe borough, Bradford County, Pennsylvania",1.5,1.7,53947.0,7400.0,42,015,50432,Monroe,Bradford County,Borough,Monroe Borough,1.5,1.7,53947.0,7400.0,46547.0,61347.0,2218
"Piatt township, Lycoming County, Pennsylvania",1.5,1.5,67885.0,18375.0,42,081,60128,Piatt,Lycoming County,Township,Piatt,1.5,1.5,67885.0,18375.0,49510.0,86260.0,2218
"Huston township, Clearfield County, Pennsylvania",1.5,1.4,61173.0,4120.0,42,033,36512,Huston,Clearfield County,Township,Huston,1.5,1.4,61173.0,4120.0,57053.0,65293.0,2218
"Dunkard township, Greene County, Pennsylvania",1.5,1.6,56964.0,25612.0,42,059,20296,Dunkard,Greene County,Township,Dunkard,1.5,1.6,56964.0,25612.0,31352.0,82576.0,2218
"McIntyre township, Lycoming County, Pennsylvania",1.5,1.6,61071.0,19871.0,42,081,46208,McIntyre,Lycoming County,Township,McIntyre,1.5,1.6,61071.0,19871.0,41200.0,80942.0,2218
"Albion borough, Erie County, Pennsylvania",1.5,1.5,55556.0,14908.0,42,049,00628,Albion,Erie County,Borough,Albion,1.5,1.5,55556.0,14908.0,40648.0,70464.0,2218
"Summerhill township, Crawford County, Pennsylvania",1.5,2.7,59219.0,10597.0,42,039,75160,Summerhill,Crawford County,Township,Summerhill,1.5,2.7,59219.0,10597.0,48622.0,69816.0,2218
"Granville township, Mifflin County, Pennsylvania",1.5,2.4,76250.0,6578.0,42,087,30480,Granville,Mifflin County,Township,Granville,1.5,2.4,76250.0,6578.0,69672.0,82828.0,2218
"Redbank township, Armstrong County, Pennsylvania",1.5,2.1,51667.0,4897.0,42,005,63712,Redbank,Armstrong County,Township,Redbank,1.5,2.1,51667.0,4897.0,46770.0,56564.0,2218
"Paint borough, Somerset County, Pennsylvania",1.5,2.0,44167.0,27079.0,42,111,57544,Paint,Somerset County,Borough,Paint Borough,1.5,2.0,44167.0,27079.0,17088.0,71246.0,2218
"Westover borough, Clearfield County, Pennsylvania",1.5,2.1,46875.0,16189.0,42,033,83736,Westover,Clearfield County,Borough,Westover,1.5,2.1,46875.0,16189.0,30686.0,63064.0,2218
"Quemahoning township, Somerset County, Pennsylvania",1.5,1.1,59147.0,3128.0,42,111,63144,Quemahoning,Somerset County,Township,Quemahoning,1.5,1.1,59147.0,3128.0,56019.0,62275.0,2218
"Gibson township, Cameron County, Pennsylvania",1.5,2.7,43125.0,23646.0,42,023,29008,Gibson,Cameron County,Township,Gibson,1.5,2.7,43125.0,23646.0,19479.0,66771.0,2218
"Carrolltown borough, Cambria County, Pennsylvania",1.5,1.5,71207.0,15818.0,42,021,11456,Carrolltown,Cambria County,Borough,Carrolltown,1.5,1.5,71207.0,15818.0,55389.0,87025.0,2218
"Franklin borough, Cambria County, Pennsylvania",1.5,3.1,41979.0,5870.0,42,021,27360,Franklin,Cambria County,Borough,Franklin,1.5,3.1,41979.0,5870.0,36109.0,47849.0,2218
"Cherryhill township, Indiana County, Pennsylvania",1.5,1.3,66746.0,4941.0,42,063,13072,Cherryhill,Indiana County,Township,Cherryhill,1.5,1.3,66746.0,4941.0,61805.0,71687.0,2218
"Beaver township, Jefferson County, Pennsylvania",1.5,1.8,70000.0,14300.0,42,065,04728,Beaver,Jefferson County,Township,Beaver,1.5,1.8,70000.0,14300.0,55700.0,84300.0,2218
"Benton borough, Columbia County, Pennsylvania",1.5,1.9,34500.0,17607.0,42,037,05680,Benton,Columbia County,Borough,Benton Borough,1.5,1.9,34500.0,17607.0,16893.0,52107.0,2218
"Mount Oliver borough, Allegheny County, Pennsylvania",1.4,2.4,52297.0,11850.0,42,003,51744,Mount Oliver,Allegheny County,Borough,Mount Oliver,1.4,2.4,52297.0,11850.0,40447.0,64147.0,2238
"East Cameron township, Northumberland County, Pennsylvania",1.4,1.4,67500.0,20609.0,42,097,20928,East Cameron,Northumberland County,Township,East Cameron,1.4,1.4,67500.0,20609.0,46891.0,88109.0,2238
"Roaring Spring borough, Blair County, Pennsylvania",1.4,1.0,62738.0,5737.0,42,013,65256,Roaring Spring,Blair County,Borough,Roaring Spring,1.4,1.0,62738.0,5737.0,57001.0,68475.0,2238
"Summit Hill borough, Carbon County, Pennsylvania",1.4,1.6,65268.0,24803.0,42,025,75248,Summit Hill,Carbon County,Borough,Summit Hill,1.4,1.6,65268.0,24803.0,40465.0,90071.0,2238
"Corsica borough, Jefferson County, Pennsylvania",1.4,1.8,50972.0,4252.0,42,065,16304,Corsica,Jefferson County,Borough,Corsica,1.4,1.8,50972.0,4252.0,46720.0,55224.0,2238
